ID,Size,OG,FG,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,ABV
10,24.61,1.054,1.011,42.73,6.33,28.39,60,1.047,69,1.25,5.55
10,18.93,1.051,1.009,41.09,7.84,26.5,60,1.037,70,1.5,5.55
10,37.85,1.056,1.014,56.46,8.83,47.32,60,1.045,60,1.5,5.55
11,20,1.053,1.011,34.43,26.88,26,60,1.041,70,3.31,5.55
162,20.82,1.061,1.018,17.79,40,24.61,60,1.045,72,1.25,5.55
10,20.82,1.056,1.014,82.73,6.28,28.39,60,1.041,60,1.5,5.55
134,18.93,1.045,1.002,26.18,3.09,23.66,70,1.036,70,1.3,5.55
9,20.82,1.052,1.01,28.03,11.62,28.39,60,1.038,60,1.5,5.55
12,500,1.051,1.008,31.93,36.43,650,60,1.039,67,5.77,5.55
102,13,1.05,1.008,21.7,14.47,19,60,1.034,62,2.5,5.55
40,25,1.053,1.01,23.52,3.25,28,90,1.047,72,4,5.55
134,1000,1.052,1.01,41.77,2.96,1150,60,1.045,85,3,5.55
10,18.93,1.052,1.01,45.32,5.5,22.71,30,1.043,63,1.5,5.55
4,16,1.061,1.019,79.51,13.91,22,60,1.044,70,18,5.55
7,12,1.058,1.016,70.3,7.82,11,60,1.064,70,3,5.55
92,20.82,1.059,1.017,29.9,17.59,28.39,60,1.043,70,1.5,5.55
92,28,1.056,1.014,24.12,15.76,33,60,1.048,80,3,5.55
9,18.93,1.056,1.014,0,19.64,24.61,60,1.043,35,1.5,5.55
114,20.82,1.058,1.016,47.84,29.22,28.39,60,1.043,72,1.5,5.55
50,22,1.056,1.014,38.12,3.74,28.5,90,1.043,72,3,5.55
31,50,1.053,1.011,32.13,3.31,63,90,1.042,70,3,5.55
134,110,1.051,1.009,25.98,3.56,140,60,1.04,70,3,5.55
9,397.47,1.058,1.016,26.58,19.08,408.82,60,1.056,75,1.25,5.55
81,25,1.05,1.008,30.08,7.26,28.5,60,1.044,75,3,5.55
170,14,1.053,1.011,19.09,5.85,20,90,1.037,50,4,5.55
6,20.82,1.053,1.011,22.54,22.59,28.39,60,1.039,75,1.5,5.55
10,40,1.055,1.013,24.2,9.56,48,60,1.046,75,3,5.55
10,20.82,1.054,1.012,48.53,3.95,26.5,60,1.042,75,1.5,5.55
88,23.2,1.056,1.014,18.09,13.72,28.39,60,1.046,65,1.5,5.55
134,20,1.052,1.01,0,12.18,23,60,1.045,75,3,5.55
167,21,1.053,1.011,29.74,11.75,28.5,60,1.039,72,3,5.55
94,20.82,1.054,1.012,23.86,4.82,26.5,60,1.042,70,1.5,5.55
124,23,1.053,1.011,17.08,4.74,23,70,1.053,75,15,5.55
134,41.64,1.051,1.009,21.08,3.5,51.1,60,1.042,75,1.8,5.55
134,22.71,1.051,1.009,36.94,3.49,29.34,75,1.04,75,1.25,5.55
19,19,1.053,1.011,31.05,27.23,28.5,60,1.036,70,3,5.55
10,10,1.051,1.009,30.17,4.01,12,60,1.043,65,2.5,5.55
169,50,1.048,1.006,13.09,3.43,60,60,1.04,70,43,5.55
7,21,13.7565,3.44612,83.95,4.79,28.5,60,10.3,60,4,5.55
7,15.14,1.057,1.015,68.56,5.56,18.93,60,1.046,75,1.6,5.55
10,24,1.052,1.011,39.36,7.89,28,60,1.045,85,3.5,5.55
50,24,12.3124,1.89104,39.77,8.06,30,80,9.9,80,6,5.55
30,30,1.052,1.01,20.55,4.21,37,60,1.042,80,3,5.55
148,50,12.9015,2.53843,73.82,31.31,60,60,10.8,80,3,5.55
7,11.36,1.061,1.019,53.36,11.87,17.03,60,1.041,70,1.5,5.55
68,25,1.056,1.013,41.21,15.63,29,60,1.048,75,3,5.55
7,1173.48,1.052,1.01,51.38,7.28,1358.96,60,1.045,82,1.5,5.55
7,20.82,1.052,1.01,45.47,7.23,34.83,60,1.031,60,1.5,5.55
4,20.82,1.052,1.01,37.53,16.5,28.39,60,1.038,79,1.5,5.55
7,21,1.056,1.014,0,9.88,28.5,60,1.042,75,3,5.55
155,25,1.052,1.01,23.5,12.62,28.5,60,1.046,75,3,5.55
10,21.5,1.048,1.006,39.36,5.99,28,60,1.037,51,3.1,5.55
150,20.82,1.051,1.008,20.78,15.85,26.5,60,1.04,72,1.2,5.55
10,23,1.052,1.009,40.78,4.21,29,75,1.041,75,3.4,5.55
10,21,1.056,1.014,43.66,4.65,26,60,1.045,75,3,5.55
175,18,1.049,1.007,14.98,3.17,22,60,1.04,70,3.3,5.55
4,18.93,1.056,1.014,30.76,12.68,15.14,60,1.07,65,1.5,5.55
7,25,1.053,1.011,96.05,5.23,28,60,1.047,75,3,5.55
27,20,1.051,1.008,5.39,23.01,25,90,1.04,35,3,5.55
9,21,1.056,1.014,62.63,24.04,28,60,1.042,70,3,5.55
162,18.93,1.057,1.015,18.2,36.66,22.71,60,1.048,75,1.5,5.55
9,10,1.055,1.013,0,6.22,12,75,1.046,75,4,5.55
9,20.82,1.062,1.02,85.11,23.14,28.39,60,1.046,75,1.5,5.55
129,21,1.055,1.012,29.67,41.16,28.5,60,1.04,75,3,5.55
134,21.77,1.057,1.015,35.2,3.01,28.39,60,1.039,80,1.25,5.55
10,18.93,1.051,1.009,41.09,7.84,26.5,60,1.037,70,1.5,5.55
90,46,1.056,1.014,62,3.33,50,90,1.052,75,3,5.55
159,27,1.057,1.016,33.63,9.74,30.3,60,1.051,80,2.7,5.55
9,20.82,1.057,1.015,25.39,11.49,26.5,60,1.045,72,1.33,5.55
10,10,1.053,1.01,36.33,6.37,12,60,1.044,73,3,5.55
114,20.82,1.06,1.017,18.55,33,27.25,90,1.046,75,1.5,5.55
9,40,1.053,1.011,12.65,4.19,45,60,1.047,75,2.6,5.55
10,42.2,1.054,1.011,31.57,6.05,53,90,1.043,80,2.35,5.55
7,10,1.053,1.011,66.67,12.19,12.5,60,1.042,66,4.5,5.55
9,12,13.3917,3.05153,31.64,6.17,18,60,9.1,60,3.1,5.55
10,19.87,1.057,1.014,39.28,7.81,26.5,90,1.042,72,1.25,5.56
10,50,1.059,1.016,27.6,7.94,55,60,1.054,80,3,5.56
114,20.82,1.059,1.017,26.17,41.28,28.39,60,1.044,68,1.35,5.56
75,25,1.05,1.007,37.68,4.93,30,90,1.042,61,3,5.56
111,25,1.051,1.009,36.21,5.47,28,60,1.046,70,3,5.56
65,22.71,1.059,1.016,53.83,11.77,28.39,60,1.047,75,1.5,5.56
10,18.93,1.058,1.016,37.56,12.12,22.71,90,1.049,70,1.5,5.56
134,22.71,1.057,1.014,28.01,6.05,30.28,60,1.042,70,1.5,5.56
92,20.82,1.058,1.015,23.51,15.41,26.5,60,1.045,62,1.25,5.56
10,23,1.051,1.009,29.86,5.63,28.5,60,1.041,73,3,5.56
162,18.93,1.056,1.014,35.87,40,28.39,90,1.038,70,1.25,5.56
10,20.82,1.055,1.013,38.34,5.24,31.23,60,1.037,75,1.45,5.56
4,20.82,1.056,1.014,25.31,15.16,30.28,60,1.039,72.5,1.5,5.56
50,21,1.052,1.01,33.54,5.46,28.5,60,1.039,70,3,5.56
135,20.82,1.053,1.01,33.37,27.11,24.61,60,1.045,70,1.25,5.56
7,19.87,1.061,1.019,67.65,9.19,23.66,60,1.052,66,1.25,5.56
157,20.82,1.053,1.01,24.49,6.95,28.39,60,1.039,80,1.5,5.56
159,530,12.9567,2.5704,36.31,12.31,560,60,12.3,83,2.8,5.56
24,41.64,1.054,1.012,41.93,7.93,47.32,90,1.048,70,1.5,5.56
4,21,1.055,1.014,70.75,15.17,28.5,60,1.041,70,3,5.56
32,16,1.054,1.012,5.94,3.12,28.5,60,1.031,70,3,5.56
11,20.82,1.057,1.014,54.84,39.22,31.23,60,1.038,65,1.3,5.56
93,18.93,1.057,1.015,36.01,39.78,26.5,60,1.041,70,1.5,5.56
10,20.82,1.052,1.01,84.41,6.08,28.39,60,1.038,58,1,5.56
120,23.66,1.061,1.019,28.38,30.04,27.44,90,1.053,70,1.5,5.56
4,20.82,1.059,1.016,37.46,15,32.18,90,1.038,70,1.5,5.56
115,70,1.055,1.013,22.24,3.89,73,60,1.053,70,3,5.56
4,21,1.052,1.01,33.48,8.14,26,60,1.042,75,3,5.56
92,41.64,1.059,1.017,26.01,17.42,49.21,60,1.05,70,1.2,5.56
134,1173.48,1.057,1.014,0,4.01,1290.83,75,1.051,70,1.5,5.56
96,45.42,1.057,1.016,49.42,9.88,51.1,60,1.051,80,1.5,5.56
170,68,1.051,1.009,10.85,4.49,76,60,1.046,80,3,5.56
10,9.46,1.052,1.01,26.78,5.65,11.36,60,1.044,70,1.5,5.56
92,180,1.057,1.014,23.73,16.79,230,90,1.044,70,1.5,5.56
113,41.64,1.053,1.01,20.46,17.7,49.21,60,1.044,75,1.5,5.56
11,50,1.054,1.012,25.94,33.43,40,60,1.063,70,3,5.56
7,60,1.052,1.009,19.7,7.27,68,60,1.046,66,3,5.56
10,22,1.052,1.01,31.84,8.88,28,60,1.041,72,1.5,5.56
65,19.5,1.055,1.013,62.45,11.34,28,90,1.039,70,3,5.56
134,14,1.051,1.008,25.19,4.32,16,90,1.044,70,3,5.56
103,23,1.055,1.014,25.99,14.7,24,90,1.05,70,3,5.56
131,20.82,1.057,1.015,16.79,17.48,28.39,90,1.042,75,1.5,5.56
114,18.93,1.066,1.024,28.1,46.46,26.5,90,1.042,60,1.5,5.56
30,39.75,1.055,1.013,21.05,4.29,49.21,60,1.044,78,1.5,5.56
10,11.36,1.056,1.013,37.02,6.77,15.14,60,1.042,70,1.5,5.56
128,20,1.056,1.014,22.84,16.83,28.5,60,1.04,70,3,5.56
10,20,1.053,1.01,47.39,14.46,26,60,1.041,70,1.5,5.56
6,20.82,1.056,1.014,18.07,27.4,28.39,60,1.041,75,1.5,5.56
7,20.06,1.056,1.013,58.73,5.5,24.61,60,1.045,70,1.5,5.56
175,40,1.054,1.012,15.69,3.6,47,90,1.046,73,3,5.56
136,22,1.052,1.01,30.82,4.13,32,60,1.036,70,3,5.56
90,18.93,1.05,1.007,27.63,3.53,20.82,60,1.045,70,0.7,5.56
114,18.5,1.054,1.012,29.99,23.06,23.45,70,1.043,76,2.3,5.56
129,23,1.052,1.01,34.29,33.6,26,60,1.046,70,2.6,5.56
10,27,1.052,1.01,39.13,8.07,36,60,1.039,68,2.9,5.56
129,20.82,1.055,1.013,41.82,34.35,28.39,60,1.04,75,1.5,5.56
7,125,1.059,1.017,42.26,6.68,140,60,1.053,67,3.5,5.56
116,15,1.051,1.009,39.62,27.23,21.3,60,1.036,70,2.5,5.56
10,18.93,1.056,1.014,39.26,5.62,24.61,60,1.043,70,1.5,5.56
40,20.82,1.057,1.014,26.47,3.81,28.39,90,1.041,70,1.5,5.56
12,22.71,1.057,1.014,22.51,40,30.28,60,1.042,70,1.5,5.56
59,45,1.061,1.019,5.39,3.87,45,60,1.061,73,3,5.56
10,37.85,1.056,1.014,41.91,9.65,43.53,60,1.049,70,1.5,5.56
50,20.82,1.057,1.015,40.86,3.55,28.39,90,1.042,76,1.25,5.56
10,25,1.053,1.011,46.71,4.53,28,60,1.047,73,3.1,5.56
92,23,1.057,1.015,34.12,15.21,30,60,1.044,70,2.5,5.56
102,20.82,1.059,1.016,11.26,24.42,26.5,90,1.046,45,1.25,5.56
7,22.71,1.059,1.016,92.64,5.6,30.28,60,1.044,70,1.5,5.56
31,10,1.056,1.013,24.68,6.34,13,60,1.043,75,2.5,5.56
169,22,1.056,1.014,10.94,5.13,28,90,1.044,77,4,5.56
136,20.82,1.06,1.017,25.36,16.08,28.39,60,1.044,70,1.5,5.56
7,21,1.052,1.01,60.85,6.14,26.5,60,1.041,70,3.5,5.56
80,20.82,1.057,1.015,23.92,3.31,28.39,90,1.042,75,1.25,5.56
125,20.82,1.053,1.01,34.33,3.32,26.5,60,1.041,75,1.5,5.56
34,50,1.057,1.015,23.89,21.97,50,90,1.057,70,3,5.56
11,18.93,1.055,1.013,30.94,35.96,28.39,90,1.037,75,1.25,5.56
65,20.82,1.057,1.014,37.93,8.41,24.61,60,1.048,60,1.25,5.56
35,21,1.053,1.01,45.35,5.92,28.5,90,1.039,70,3.5,5.56
30,25,1.051,1.009,40.75,5.77,29,90,1.044,80,4,5.56
81,20.82,1.057,1.014,35.73,3.52,28.39,60,1.041,70,1.5,5.56
136,19.87,1.061,1.018,24.74,13.94,11.36,60,1.106,75,1.5,5.56
40,23,1.056,1.014,35.53,3.41,29,70,1.045,75,3,5.56
159,20.82,1.06,1.018,49.15,16.07,23.47,60,1.053,75,1.6,5.56
50,28.39,1.056,1.014,37.53,3.87,37.85,90,1.042,70,1.6,5.56
68,15,1.055,1.013,41.43,11.71,18,60,1.046,75,3,5.56
40,20.82,1.057,1.014,34.59,3.52,28.39,90,1.041,70,1.5,5.56
10,1230.26,1.052,1.01,34.69,6.48,1290.83,60,1.05,75,1.25,5.56
10,18.93,1.053,1.011,53.46,4.07,22.71,60,1.044,60,1.5,5.56
11,20.82,1.061,1.018,28.94,48.06,28.39,60,1.044,70,1.25,5.56
9,22,1.051,1.009,16.9,2.89,28,60,1.04,70,3.6,5.56
68,21,1.053,1.011,63.83,7.14,28.5,60,1.039,60,2.5,5.56
71,22.71,1.056,1.014,0,11.67,27.44,60,1.047,75,1.3,5.56
94,26.5,1.062,1.019,39.83,8.45,34.8,90,1.047,70,2.9,5.56
10,23,1.055,1.013,48.21,4.09,26,60,1.049,75,3.4,5.56
45,41.64,1.055,1.012,18.77,4.52,49.21,60,1.046,70,1.2,5.56
92,20.82,1.058,1.016,24.3,16.5,25.74,90,1.047,80,1.5,5.56
1,300,1.055,1.013,27.28,11.9,310,60,1.053,75,4.2,5.56
9,25,1.056,1.014,0,15.86,28,60,1.05,72,3,5.56
10,20.82,1.059,1.016,61.05,9.3,28.39,60,1.043,70,1.5,5.56
7,20.82,1.057,1.015,62.79,9.07,26.5,60,1.045,73,1.5,5.56
170,24.61,1.057,1.015,17.76,3.12,33.12,90,1.043,95,3,5.56
134,18.17,1.055,1.012,44.95,4.94,13.25,60,1.075,70,1.5,5.56
92,20.82,1.055,1.013,14.27,16.14,28.39,90,1.04,75,1.5,5.56
114,10,1.057,1.014,35.16,23.6,12,60,1.047,70,3.1,5.56
10,20.82,1.057,1.014,39.44,8.78,28.39,60,1.041,65,1.5,5.56
34,19,1.058,1.016,22.08,33.4,26,60,1.042,70,2.5,5.56
61,18.93,1.055,1.013,15.72,18.56,30.28,60,1.034,66,1.25,5.56
10,24,1.052,1.009,40.49,9.91,30,90,1.041,70,3.8,5.56
12,21,1.058,1.016,43.78,43.17,27,60,1.045,70,2.5,5.56
10,22.71,1.055,1.013,33.6,7.34,28.39,90,1.044,75,1.5,5.56
38,17,1.052,1.01,43.6,13.21,24.5,60,1.036,63,3,5.56
12,20.82,1.064,1.022,29.16,38.37,24.61,60,1.054,88,1.5,5.56
114,45,1.056,1.013,38.51,34.72,63,60,1.037,74,2.5,5.56
9,50,1.056,1.014,64.83,8.03,55,60,1.051,70,3,5.56
134,23,1.048,1.006,32.45,5.5,28.5,60,1.039,73,4,5.56
9,28,1.056,1.013,18.46,14.28,34,60,1.046,70,2.7,5.56
10,102.21,1.053,1.01,44.45,5.38,108.83,60,1.049,80,1.33,5.56
10,42.5,1.047,1.005,37.62,12.52,48.5,60,1.041,75,3,5.56
134,18.93,1.057,1.015,24.47,13.42,22.71,60,1.048,70,1.5,5.56
10,23,1.052,1.009,34.9,7.01,28,60,1.043,75,3,5.56
10,20.82,1.06,1.017,42.13,9.94,28.39,75,1.044,70,1.5,5.56
11,18.93,1.057,1.015,43.1,33.89,26.5,60,1.041,70,1.5,5.56
7,21,1.059,1.016,51.45,5.19,25,60,1.049,63,3,5.56
136,18.93,1.059,1.017,22.7,9.27,24.61,60,1.045,75,1.25,5.56
7,21,1.061,1.018,57.67,10.94,18,60,1.071,62,3,5.56
90,25,1.051,1.009,28.59,6.48,30,60,1.043,70,3,5.56
9,37.85,1.053,1.011,67.84,3.59,53,60,1.038,72,1.3,5.56
114,18.93,1.058,1.016,39.24,44.71,22.71,90,1.049,80,1.25,5.56
7,20,1.056,1.014,49.24,4.58,25,60,1.045,75,2.7,5.56
82,21,1.053,1.01,12.41,3.95,28.5,60,1.039,65,3,5.56
157,22.71,1.053,1.01,45.73,9.95,26.5,60,1.045,70,1.5,5.56
108,25,1.053,1.011,27.83,22.34,36,60,1.037,78,3.3,5.56
30,13,1.055,1.013,21.98,5.09,20,60,1.036,77,3,5.56
7,45,1.057,1.015,48.09,9.76,40,50,1.064,68,3.33,5.56
10,43,1.055,1.013,47.73,6.98,50,90,1.048,83,3,5.56
9,3.8,1.055,1.013,32.68,30.89,13.2,60,1.016,80,3.1,5.56
10,21,1.052,1.009,29.64,7.11,28.5,60,1.038,65,3,5.56
10,38,1.056,1.013,49.72,7.49,48,60,1.044,72,2.5,5.56
7,18.93,1.053,1.01,57.48,3.4,22.71,60,1.044,68,1.6,5.56
10,20.82,1.057,1.014,43.13,5.72,27.44,60,1.043,70,1.5,5.56
49,23.5,1.053,1.011,32,7.64,30,75,1.042,68.67,3,5.56
12,37.85,1.068,1.026,39.04,44.92,47.32,60,1.048,70,1.5,5.56
30,31.5,1.057,1.015,39.36,8.82,39,60,1.046,75,3.4,5.56
114,21,1.055,1.013,34.73,31.19,28.5,60,1.041,75,3,5.56
10,27,1.056,1.013,38.98,3.32,30,60,1.05,75,3,5.56
10,18.93,13.0366,2.66257,32.58,5.55,22.71,60,10.9,60,1.25,5.56
7,47.32,1.062,1.02,86.73,6.24,53,60,1.056,70,1.5,5.56
61,60,1.048,1.006,10.41,14.42,67,60,1.043,70,4.2,5.56
49,20.82,1.057,1.015,46.17,3.64,26.5,60,1.045,65,1.5,5.56
9,19.4,1.049,1.007,0,3.93,22.5,60,1.042,73,3,5.56
170,20.82,1.056,1.014,22.49,3.87,28.39,60,1.041,70,1.5,5.56
109,41.64,1.05,1.008,19.94,3.63,49.21,60,1.042,72.8,1.25,5.56
9,23.5,1.053,1.011,32,7.81,30,75,1.042,68.67,3,5.56
6,20.82,1.055,1.013,37.77,22.89,26.5,60,1.044,70,1.4,5.57
166,12.3,1.06,1.018,30.14,7.41,15.14,60,1.049,80,1.31,5.57
68,22.71,1.056,1.014,36.01,12.18,28.39,90,1.045,73,1.5,5.57
129,46,13.7898,3.44073,31.01,27.51,55,90,11.6,72,3.3,5.57
68,21,1.057,1.015,34.96,14.51,30,90,1.04,75,2.5,5.57
108,25,1.054,1.012,26.08,17.28,29,90,1.047,70,3.2,5.57
155,23,1.053,1.011,24.32,6.73,25,60,1.042,70,3,5.57
22,9,1.061,1.018,3.86,33.44,10,90,1.055,70,3,5.57
94,20.82,1.057,1.014,26.13,4.56,28.39,60,1.041,70,1.25,5.57
134,23,1.049,1.007,24.4,5.62,28.5,90,1.04,69,3,5.57
7,18.93,1.057,1.014,76.35,7.54,24.61,60,1.044,65,1.3,5.57
81,20.82,1.054,1.011,36.95,4.18,28.39,90,1.04,70,1.25,5.57
58,19,1.057,1.014,56,50,24,60,1.045,80,3.25,5.57
131,15,1.056,1.013,15.76,17.38,23,60,1.036,65,2.9,5.57
7,20.82,1.059,1.017,136.4,9.77,28.39,60,1.041,75,0,5.57
92,45.42,1.052,1.01,42.6,12.26,56.78,90,1.042,80,1.5,5.57
10,25,1.055,1.013,43.27,7.69,28,60,1.049,70,3.5,5.57
175,30.28,1.057,1.015,21.53,3.48,34.07,60,1.051,70,1.5,5.57
10,37.85,1.059,1.016,39.15,6.93,45.42,70,1.049,62,2,5.57
47,24,1.054,1.011,33.93,10.14,30,90,1.043,75,3.5,5.57
175,1650,1.057,1.014,23.84,3.07,1700,60,1.055,87,2.8,5.57
30,20.82,1.059,1.017,22.46,6.34,30.28,75,1.041,77,1.5,5.57
114,23,1.061,1.019,22.25,40,27,60,1.047,75,4,5.57
150,18.93,1.056,1.013,39.33,19.43,26.5,60,1.04,70,1.25,5.57
175,20.82,1.056,1.014,18.89,5.75,28.39,90,1.041,65,1.5,5.57
122,23,1.053,1.011,5.58,21.15,30,60,1.041,70,3,5.57
170,9.46,1.055,1.012,20.6,4.28,15.14,60,1.034,70,1.5,5.57
68,40,1.056,1.013,33.3,11.75,49,60,1.045,72,3,5.57
108,24.61,1.051,1.008,25.94,16.31,33.12,90,1.038,70,1.25,5.57
7,25,1.051,1.008,55.01,14.05,25,60,1.051,75,3,5.57
10,18.93,1.057,1.015,25.34,6.2,28.39,60,1.038,75,1.25,5.57
6,20.82,1.057,1.015,26.25,19.56,28.39,60,1.042,70,1.5,5.57
10,23,1.055,1.012,38.08,6.03,29,75,1.044,72,2.7,5.57
10,5.1,1.061,1.019,40.17,10.47,9.1,60,1.034,70,2.6,5.57
159,200,1.055,1.013,33.98,7.43,260,60,1.042,70,3.1,5.57
10,21,1.05,1.008,30.2,5.66,23,60,1.046,75,6.88,5.57
167,20.82,1.057,1.014,29.14,14.19,28.39,90,1.041,70,1.5,5.57
171,500,1.059,1.016,16.65,17.11,510,60,1.057,72,3,5.57
113,20.82,1.056,1.014,28.78,15.98,28.39,60,1.041,70,1.25,5.57
14,18.93,1.052,1.009,14.75,6.24,22.71,60,1.043,75,1.25,5.57
159,25,1.054,1.011,47.7,11.46,30,60,1.045,70,3,5.57
7,22.71,1.054,1.012,51.24,4.22,28.39,60,1.043,77,1.5,5.57
68,48,1.055,1.012,24.08,4.47,60,60,1.044,73,2,5.57
55,20.82,1.056,1.013,64.26,6.2,28.39,60,1.041,65,1.25,5.57
4,41.64,1.059,1.016,32.97,13.72,47.32,60,1.052,75,1.5,5.57
134,44,1.054,1.011,19.75,4.01,50,90,1.047,67,3.5,5.57
6,14,1.054,1.012,39.15,23.93,21,60,1.036,65,2.5,5.57
162,41.64,1.058,1.016,29.17,38.61,47.32,60,1.051,80,1.5,5.57
4,50,1.062,1.019,44.41,10.3,55,60,1.056,70,3,5.57
114,18.93,1.059,1.017,29.25,40,28.39,60,1.039,75,1.25,5.57
10,42,1.05,1.007,39.09,14.45,51,60,1.041,75,3,5.57
7,8.52,1.052,1.009,53.66,6.13,12.3,60,1.036,70,1.25,5.57
7,20.82,1.057,1.015,58.88,9,28.39,60,1.042,70,1.5,5.57
12,37.85,1.052,1.01,76.37,39.96,51.1,60,1.039,65,1.5,5.57
145,25,1.054,1.011,18.06,20.14,30,60,1.045,70,3,5.57
7,18.93,1.056,1.013,69.14,3.34,26.5,60,1.04,70,1.765,5.57
65,113.56,1.058,1.015,55.28,8.78,124.92,60,1.052,75,1.5,5.57
10,20.82,1.059,1.016,37.13,11.83,28.39,60,1.043,65,1.5,5.57
114,20.82,1.062,1.019,40.92,32.16,28.39,60,1.045,70,1.5,5.57
10,75.71,1.056,1.013,18.32,4.92,90.85,60,1.046,65,1.5,5.57
10,18,1.052,1.01,58.47,6.4,20,90,1.047,70,1.5,5.57
30,25,1.052,1.01,27.57,4.05,30,60,1.044,80,3.3,5.57
10,37.85,1.061,1.019,35.17,12.98,41.64,90,1.056,70,1.5,5.57
94,18.93,1.056,1.014,18.21,3.76,26.5,60,1.04,67,1.5,5.57
7,20.82,1.056,1.013,62.41,6.29,24.61,60,1.047,70,1.3,5.57
94,60,1.057,1.014,20.07,3.35,70,90,1.048,75,3,5.57
129,22.71,1.064,1.021,31.36,33.94,28.39,60,1.051,68,1.25,5.57
11,20.82,1.058,1.015,31.53,29.66,28.39,60,1.042,65,1.25,5.57
129,22.71,1.057,1.015,30.95,28.24,28.39,60,1.046,62,1.5,5.57
19,20.82,1.062,1.02,22.59,29.81,28.39,60,1.045,75,1.25,5.57
71,20.82,1.051,1.009,12.59,14.08,32.18,90,1.033,68,1.5,5.57
4,22.71,1.052,1.01,35.96,13.3,26.5,60,1.045,70,1.5,5.57
10,25,1.054,1.012,25.9,7.79,27,90,1.05,70,3.1,5.57
11,45.42,1.058,1.016,34.8,32.94,56.78,60,1.047,75,1.25,5.57
68,23,1.056,1.013,40.28,10.29,29,75,1.044,73,2.7,5.57
4,43.53,1.056,1.014,39.88,14.66,51.1,60,1.048,74,1.5,5.57
115,20.82,1.059,1.017,37.37,7.51,28.39,90,1.043,82,1.7,5.57
7,48,1.055,1.012,49.48,5.56,55,60,1.048,75,1.5,5.57
173,79.49,1.047,1.005,26.41,4.07,87.06,60,1.043,68,1.5,5.57
155,22,1.053,1.01,33.28,10.6,26.5,60,1.044,76,3.5,5.57
10,39.75,1.052,1.01,40.34,7.25,49.21,60,1.042,76,1.5,5.57
169,24.61,1.05,1.008,10.23,4.53,32.18,90,1.038,77,1.5,5.57
75,18.93,1.055,1.013,18.47,4.61,22.71,60,1.046,61.5,1.5,5.57
45,10,1.052,1.009,19.83,4.11,16,65,1.032,70,3.2,5.57
10,22,12.9539,2.54912,228.52,5.02,25,60,11.5,70,1.5,5.57
69,25,1.054,1.011,33.15,8.23,28,75,1.048,72,4,5.57
10,23,1.051,1.008,43.24,8.12,30,60,1.039,70,3.6,5.57
14,20.82,1.055,1.012,20.21,4.77,26.88,60,1.043,70,1.5,5.57
136,20.82,1.055,1.013,12.74,17.4,28.39,60,1.04,70,1.5,5.57
7,21,1.053,1.011,96.22,4.1,25,60,1.044,60,3,5.57
10,22,1.056,1.013,89.43,6.56,29,60,1.042,70,1.5,5.57
81,25,1.05,1.007,29.02,5.42,31,90,1.04,75,3,5.57
94,25.82,1.052,1.01,19.86,3.21,34.33,90,1.039,82,1.5,5.57
7,19,1.055,1.012,64.61,6.65,26,60,1.04,55,2.6,5.57
7,20.82,1.053,1.01,41.69,5.53,28.39,60,1.039,50,1.5,5.57
10,25,1.052,1.009,42.9,9.79,30,60,1.043,70,3,5.57
30,52,1.051,1.008,27.83,3.37,60,90,1.044,70,5,5.57
162,72.5,1.065,1.022,22.81,35.22,79,60,1.06,70,2.35,5.57
94,45.42,1.056,1.013,16.45,4.09,53,60,1.048,80,1.5,5.57
12,20.82,1.059,1.016,50.63,38.4,26.5,90,1.046,70,1.25,5.57
135,20.82,1.058,1.016,30.55,25.67,28.39,60,1.043,73,1.25,5.57
115,20.82,1.057,1.014,23.61,13.8,28.39,90,1.042,65,1.5,5.57
10,27.44,1.053,1.01,38.05,7.52,31.23,60,1.046,76,1.5,5.57
136,20.82,1.06,1.017,31.89,18.34,32.18,60,1.039,75,1.5,5.57
10,32,1.051,1.008,28.98,4.08,35,80,1.047,70,2.7,5.57
7,20.82,1.06,1.017,78.57,7.29,28.39,60,1.044,66,1.33,5.57
9,26,1.052,1.01,41.65,6.24,28.5,60,1.048,61,3,5.57
6,24.61,1.053,1.011,59.05,19.35,32.18,90,1.041,86,1.5,5.57
175,47,1.052,1.009,10.96,4.33,53,90,1.046,65,3.85,5.57
10,20.82,1.053,1.01,42.15,4.44,28.39,60,1.039,85,1.5,5.57
59,15,1.048,1.006,14.79,18.19,21.5,60,1.034,60,2.7,5.57
6,20.82,1.059,1.016,0,29.1,26.5,60,1.046,75,1,5.57
159,24.61,1.056,1.013,35.51,8.53,30.28,60,1.045,75,1.25,5.57
11,11,1.057,1.014,27.26,36.67,15,60,1.042,60,3,5.57
7,20.82,1.056,1.014,121.43,6.17,26.5,60,1.044,60,1.5,5.57
115,18.93,1.056,1.014,23.58,10.55,26.5,60,1.04,80,1.5,5.57
134,870.64,1.053,1.011,27.4,5.03,946.35,90,1.049,85,1.25,5.57
25,45.42,1.051,1.009,27.33,3.27,56.78,90,1.041,70,1.5,5.57
7,38,1.051,1.009,30.24,5.49,45,60,1.043,80,3,5.57
81,25,1.05,1.007,29.02,5.42,31,90,1.04,75,3,5.57
7,24.61,1.051,1.009,51.91,4.91,30.28,60,1.041,70,1.25,5.57
88,18.93,1.059,1.016,14.46,11.08,22.71,60,1.049,70,1.25,5.57
111,23,1.054,1.012,0,4.21,25.6,15,1.049,70,2.7,5.57
