Size,OG,FG,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,PitchRate,PrimaryTemp,ABV,IBU
18.17,1.075,1.018,15.72,25.74,60,1.053,73,1.5,1,20,7.54,66.22
23,1.047,1.01,3.26,28,60,1.039,75,3.461,0.75,25,4.9,4.15
24.61,1.042,1.006,3,30.28,90,1.031,70,1.5,0.75,16.67,4.75,11.38
18.93,1.046,1.012,30.28,22.71,60,1.038,70,1.5,0.35,18.89,4.42,24.61
18.93,1.049,1.015,3.58,22.71,60,1.037,80,1.5,0.75,18.33,4.5,17.08
18.93,1.077,1.013,14,26.5,60,1.055,70,1.5,0.75,20,8.42,71.65
22.71,1.067,1.018,10.35,26.5,60,1.057,75,1.25,0.5,20,6.49,112.87
30.28,1.049,1.011,3.17,37.85,90,1.039,82,1.33,0.5,14.44,4.98,21.39
20.82,1.038,1.012,10.47,26.5,60,1.03,70,1.5,0.75,20,3.42,32.69
24.61,1.043,1.005,4.45,28.39,90,1.035,70,1.52,0.75,21.11,5.05,15.79
22.33,1.062,1.01,8.85,26.5,75,1.052,69,1.5,0.35,18.33,7,71.41
15.14,1.052,1.012,2.95,17.03,15,1.046,70,1.25,0.75,21.11,5.22,2.7
26.5,1.048,1.013,16.94,34.07,90,1.037,75,1.5,0.75,20,4.67,25.94
21.77,1.048,1.01,3.53,25.36,90,1.041,66.3,1.25,2,5.56,5.03,18.69
22.71,1.057,1.002,3.41,27.75,90,1.046,71,1.5,1,18.33,7.23,25.35
26,1.05,1.011,3.45,31,60,1.042,78,3,0.75,28,5.16,19.55
20.82,1.065,1.017,36.04,28.39,60,1.048,78,1.5,1,18.89,6.35,41.88
24,1.047,1.01,5.59,28,60,1.041,77,3.5,1,20,4.88,47.75
45.42,1.05,1.009,18.93,53,60,1.043,72,1.25,0.35,20,5.42,22.12
24.61,1.059,1.013,3.78,30.28,90,1.045,70,1.5,1,21.11,6.27,28.89
15.14,1.099,1.018,19,28.39,60,1.053,70,1.25,1.25,20,10.72,61.14
20.82,1.081,1.014,5.61,28.39,75,1.06,70,1.5,0.75,23.89,8.76,48.2
41.64,1.063,1.016,6.28,49.21,60,1.054,75,1.25,0.75,20,6.18,55.76
21.77,1.063,1.016,13.56,27.44,60,1.05,75,1.25,0.35,20,6.09,14.45
18.93,1.05,1.012,3.51,24.61,90,1.039,70,1.5,1,15.56,5.03,28.02
20.82,1.082,1.017,6.34,24.61,60,1.07,70,1.33,0.35,20.56,8.51,30.09
25,1.045,1.012,3.27,30,60,1.038,70,3,0.75,24,4.4,9.78
37.85,1.069,1.015,8.41,45.42,60,1.058,70,1.25,0.5,20,7.18,83.93
20.82,1.066,1.015,4.78,24.61,60,1.056,74,1.5,0.75,18.89,6.72,140.54
7.57,1.06,1.002,5.68,3.79,60,1.12,50,1.5,1.5,23.33,7.57,0
20,1.048,1.01,3.26,25,60,1.038,81,2.9,1,19,4.92,21.25
492.1,1.044,1.011,10.55,518.6,60,1.042,77,1.25,0.5,20,4.42,31.25
21,1.051,1.012,5.61,28.5,60,1.038,65,2.8,1,16,5.13,40.22
41.64,1.054,1.011,3.7,51.1,60,1.044,78,1.25,0.75,21.11,5.63,28.53
33,1.058,1.01,6.06,28,60,1.068,70,3,0.75,17,6.31,66.34
223,1.037,1.009,18.89,230,60,1.036,70,1.5,0.35,18,3.67,28.99
15.14,1.071,1.018,43.16,15.14,60,1.071,75,1.5,0.5,23.33,6.99,23.5
10.41,1.128,1.041,50,17.03,120,1.079,72,1.25,0.35,18.33,11.47,148.67
20,1.045,1.009,4.08,30,90,1.03,65,3,0.75,20,4.71,23.68
35,1.061,1.011,8.79,42,60,1.051,73,2.2,1.25,18,6.56,63.47
43.38,1.06,1.015,5.13,49.21,60,1.053,86,1.3,1.5,4.44,5.92,35.97
19.87,1.066,1.02,12.51,24.61,60,1.053,68,1.33,0.35,20,6.02,57.15
22,1.071,1.014,25.06,28,60,1.056,80,3.3,0.5,20,7.49,87.7
55,13.3202,2.76102,3.35,20,90,33.9,75,20,1.75,18,5.66,12.97
83.28,16.595,3.95384,4.37,90.85,60,15.3,69,1.3,0.75,20,6.89,32.14
19,1.052,1.014,32.6,23.7,60,1.042,75,3.45,1,18.6,4.98,34.63
20.82,1.06,1.023,37.64,27.94,60,1.045,75,1,0.35,22.22,4.84,21.24
10,1.069,1.012,28.53,11,60,1.063,75,2,0.5,20,7.55,67.76
37.85,1.051,1.015,22.07,45.42,60,1.043,70,1.6,0.75,21.11,4.76,28.83
359.61,1.054,1.015,4.79,416.4,60,1.047,68,1.5,0.5,18.33,5.07,28.66
100,1.052,1.01,8.59,110,60,1.047,75,3,0.75,18,5.51,59.95
15.14,1.055,1.013,3.75,18.93,60,1.044,70,2,0.5,21.11,5.47,21.46
41.64,1.101,1.02,8.5,49.21,60,1.085,70,1.5,1,21.11,10.56,73.1
50,1.088,1.017,20.72,55,90,1.08,70,3,1,16,9.37,44.65
43.53,1.07,1.021,7,49.21,60,1.055,75,1.1,0.35,18.33,6.47,59.53
20.82,1.069,1.017,13.29,28.39,70,1.05,65,1.25,0.5,18.33,6.77,94.64
20.82,1.046,1.011,26.73,28.39,60,1.034,60,1.5,0.75,20,4.61,28.03
19,1.065,1.015,6.88,23,60,1.054,70,1.5,0.75,19,6.64,68.23
70,1.049,1.011,3.67,80,70,1.043,90,3,0.75,18,5.04,26.11
20.82,1.054,1.017,32.09,28.39,60,1.04,70,1.5,0.35,20,4.91,21.08
17.03,1.089,1.014,4.7,20.82,60,1.073,80,1.5,0.35,20,9.84,31.4
23,1.058,1.016,29.9,28.5,70,1.047,72,3.2,1,21,5.52,78.33
19.68,1.049,1.009,7.64,23.09,60,1.042,70,1.25,0.35,21.67,5.33,59.58
39.75,1.061,1.017,28.04,47.32,60,1.052,80,1.5,1.25,20,5.81,25.68
41.64,1.089,1.014,9.42,51.1,60,1.072,70,1.5,0.35,20,9.84,38.45
22,1.052,1.013,9.03,13,60,1.05,65,2.6,1.5,16,5.11,37.12
20.82,1.098,1.027,34.22,30.28,90,1.068,70,1.25,0.75,21.11,9.44,95.88
9,1.07,1.013,39.11,11,60,1.057,55,3,1.25,18,7.5,11.9
20.82,1.061,1.014,5.76,28.39,60,1.045,66.6,1.5,0.5,21.11,6.22,48.36
41.64,1.085,1.019,7.52,61.7,60,1.055,75,1.3,1,18.33,8.63,73.89
20.82,1.052,1.014,15.43,28.39,90,1.038,70,1.5,1.5,10,4.99,37.37
18.93,1.075,1.014,8.65,28.39,60,1.05,70,1.5,0.5,21.11,7.92,93.89
20.82,1.071,1.013,5.39,28.39,60,1.052,70,1.5,0.5,23.33,7.66,40.93
41.64,1.066,1.019,29.48,53,90,1.052,76,1.5,0.75,18.89,6.26,24.43
20.82,1.068,1.017,10.51,28.39,60,1.05,80,1.5,1,20,6.67,20.84
37.85,1.068,1.023,28.48,41.64,60,1.062,75,1.76,0.35,21.11,5.97,30.49
24.61,1.07,1.022,13.29,32.18,90,1.054,83,1.5,1.25,20,6.36,78.79
21,1.066,1.014,4.74,28.5,60,1.049,80,3,1.25,19,6.92,53.48
23,1.061,1.016,21,32,60,1.044,70,3,0.35,20,5.88,26.8
45.42,1.064,1.011,7.21,53.37,60,1.054,75,1.2,0.75,17.78,6.96,81.64
18.93,1.101,1.02,19.98,23.19,60,1.082,75,1.33,1,20,10.68,99.97
24,1.055,1.015,5.14,27,70,1.049,78,3.5,0.75,22,5.2,30.36
39.75,1.051,1.009,6.81,45.42,60,1.045,70,2.81,0.75,20,5.61,36.06
20.82,1.055,1.009,7.83,29.34,60,1.039,75,1.5,0.5,21.11,6.09,36.14
17.03,1.073,1.017,12.6,26.5,60,1.047,70,1,1,18.89,7.42,56.43
11,1.049,1.014,12.05,14,60,1.038,70,3,0.75,19,4.52,24.91
42,15.5569,3.90057,5.07,50,90,13.2,85,2.5,0.35,17,6.33,65.28
18.93,1.068,1.016,7.84,26.5,60,1.048,70,1.2,0.5,20,6.8,46.87
17.03,1.045,1.012,3.69,21.48,75,1.036,75,3,0.35,19.44,4.27,21.79
50,1.049,1.011,32.11,70,60,1.035,70,2.5,0.75,18,4.96,33.4
20.82,1.085,1.021,14.15,30.28,90,1.058,73,1.4,0.75,18.33,8.31,169.77
20.82,1.053,1.013,4.18,26.5,60,1.042,70,1.5,0.35,20,5.29,16.37
37.85,1.06,1.008,4.07,47.32,90,1.048,75,1.5,1.25,18.33,6.82,79.11
20.82,1.087,1.025,25.74,28.39,90,1.064,65,2,1.25,21.11,8.1,99.4
20.82,1.07,1.017,8.9,28.39,60,1.051,70,1.33,0.5,19.44,7.01,69.25
19.87,1.044,1.011,3.76,22.52,60,1.039,75,2.22,0.5,18.33,4.34,20.48
46,14.181,3.17623,7.16,55,90,12,73,3.2,1,18,5.93,41.19
18,1.107,1.024,19.29,31,150,1.062,68,2,1.25,19,10.79,76.71
43.53,1.046,1.008,3.7,51.1,60,1.039,72,1.5,0.75,17.22,5,24.09
20,1.07,1.016,13,25,60,1.056,70,3,0.35,21,7.04,55.81
40,1.053,1.013,6.13,48,60,1.044,70,2.5,0.5,20,5.12,39.22
20.82,1.066,1.019,8.45,28.39,60,1.049,75,1.2,0.35,19.44,6.28,67.1
21,1.044,1.01,7.6,28.5,70,1.033,70,5,0.35,20,4.46,31.72
18.93,1.078,1.01,8.21,26.5,60,1.05,65,1.5,1.25,20,8.82,64.84
52,1.051,1.012,10.96,58.6,60,1.046,66,2.5,0.35,12,5.2,21.73
25,1.057,1.009,12.07,32,90,1.044,70,2.5,0.5,21.5,6.24,33.19
21.77,1.047,1.011,15.6,23.66,60,1.043,75,1.45,0.35,18.89,4.71,32.98
22.71,1.05,1.014,3.13,31.42,90,1.036,72,1.2,0.75,17.78,4.7,15.39
22.71,1.06,1.015,11.96,28.39,60,1.048,65,1.5,0.35,16.67,5.87,38.03
41.64,1.066,1.015,16.05,49.21,60,1.056,70,1.32,0.75,18.89,6.72,82.59
48,1.054,1.008,7.43,56,60,1.046,85,2.5,0.75,21,6.05,0
20.82,1.042,1.012,7.71,28.39,60,1.031,35,1.5,0.35,18.33,4.04,69.17
19,14.7986,3.38556,6.95,22,60,12.9,60,3.1,0.35,19,6.17,62.76
23,1.062,1.016,32.2,26,70,1.055,75,3.5,1,18,6.09,32.74
20.82,1.058,1.01,7.88,28.39,60,1.043,72,1.55,0.75,20.56,6.28,51.78
22.71,1.073,1.012,17.63,28.39,90,1.058,70,1.25,1,16.67,7.94,23.04
20.82,1.059,1.015,10.54,27.63,90,1.045,75,1.5,1.5,8.89,5.75,28.54
22.71,1.044,1.006,5.02,26.5,60,1.038,75,2,0.5,20,5.02,46.03
20.82,1.001,1,0.41,28.39,60,1.001,70,1.33,0.35,18.89,0.08,0
16,1.051,1.01,4.68,18,60,1.045,72,3,0.5,23,5.36,40.67
20.82,1.06,1.015,4.36,26.5,75,1.047,70,1.2,0.35,19.44,5.94,57.61
20.82,1.049,1.012,3.65,28.39,90,1.036,65,3.5,1,20,4.77,16.01
13.25,1.119,1.024,50,17.03,90,1.093,82,1.25,1.25,21.11,12.44,67.75
22.71,1.062,1.013,6.19,30.28,60,1.047,74,1.45,1,18.89,6.5,43.44
22.71,1.08,1.025,8.61,39.75,120,1.046,75,1.33,1.25,20,7.18,154.71
19.87,1.041,1.007,3.11,20.82,15,1.039,80,1.25,0.5,20,4.45,0
20.82,1.068,1.015,17.04,29.9,90,1.047,73,1.5,1.25,19.44,6.89,92.08
40,1.057,1.015,6.66,48,80,1.048,75,2.5,0.35,20,5.59,41.66
18.93,1.067,1.019,21.04,26.5,60,1.048,75,1.5,1,20,6.29,41.72
45,1.052,1.012,3.34,62.4,60,1.038,75,2.5,0.35,20,5.28,16.55
20.82,1.045,1.009,5.39,26.5,90,1.035,75,1.37,0.5,16.67,4.65,25.18
22.71,1.058,1.011,14.83,30.28,90,1.044,75,1.5,0.5,23.89,6.16,66.8
26,12.0708,2.87251,7.72,28,60,11.2,70,3,0.75,18,4.91,19.36
20,1.087,1.016,34.38,30,75,1.058,75,14,0.75,20,9.41,39.45
18.93,1.048,1.011,4.55,26.5,60,1.034,70,1.75,1,16.67,4.83,41.55
37.85,1.061,1.02,35.45,45.42,90,1.051,70,1.5,0.5,18.33,5.3,40.28
9.46,1.057,1.016,25.05,11.36,60,1.048,66,1.5,0.5,20,5.45,22.56
22,24.2664,4.7268,50,27,90,20.1,60,2,1.25,19,10.99,59.78
20.82,1.055,1.018,9.64,28.39,60,1.04,70,1.5,0.5,20,4.82,40.12
19,1.058,1.019,43.79,22,60,1.05,55,3,0.75,19,5.39,48.05
21,1.059,1.013,10.18,26,60,1.048,75,5.3,0.35,18,6.01,54.19
20.82,1.064,1.02,21.15,28.39,90,1.047,70,1.5,0.75,17.78,5.83,18.74
17,1.051,1.013,8.06,22,90,1.039,65.6,3,1.75,20,4.95,39.93
20.82,1.067,1.015,20.13,28.39,60,1.049,75,1.5,0.5,18.33,6.85,32.9
21,1.059,1.016,7.6,24.6,90,1.05,76,2.9,0.35,18,5.67,34.79
20.82,1.041,1.009,3.73,28.39,60,1.03,70,1.5,0.75,20,4.19,21.02
41.64,1.075,1.017,18.02,47.32,60,1.066,75,1.2,0.75,18.33,7.57,86.69
22,1.057,1.011,5.69,28,60,1.045,68,3,1.5,12,6.02,39.62
37.85,1.046,1.011,36.62,45.42,60,1.039,55,1.25,0.5,20,4.64,25.01
23,1.088,1.018,29.38,27,60,1.075,75,3,1,20,9.28,48.17
20.82,1.051,1.011,7.6,28.39,60,1.037,75,1.5,0.75,19.44,5.23,43.93
25,1.063,1.014,4.63,30,90,1.052,80,3,0.35,20,6.39,36.71
18.93,1.048,1.013,4.94,20.82,60,1.044,73,1.34,0.5,18.33,4.67,25.74
23,1.041,1.01,35.93,28,90,1.031,70,2.7,0.75,20,4.09,38.48
11.36,1.044,1.006,3.78,13.63,60,1.036,82,2.5,1.5,15.56,4.89,11.06
117.35,12.4719,3.17604,14.31,155.2,90,9.5,70,1.5,0.35,15.56,4.98,21.55
41.64,1.048,1.009,12.53,53,90,1.034,65,1.2,1.5,11.11,5.12,23.61
49.21,1.047,1.008,2.83,79.49,60,1.029,75,2,0.5,18.33,5.17,18.16
32.18,1.079,1.019,6.66,39.37,60,1.064,75,1.5,0.35,21.11,7.87,61.78
47.32,1.061,1.014,12.9,56.78,75,1.051,75,1.5,0.75,16.67,6.08,45.84
20.82,1.067,1.018,7.46,28.39,60,1.049,72,1.5,1,20,6.48,81.85
20.82,1.065,1.012,6.07,24.61,60,1.055,75,1.4,1.25,18.89,6.95,88.04
20.82,1.073,1.013,6.18,25.55,75,1.06,65,2.176,1.5,9.44,7.87,76.76
23.66,1.072,1.012,7.28,27.63,80,1.055,69,1.53,0.75,18.33,7.77,99.45
1230.26,1.052,1.01,6.48,1290.83,60,1.05,75,1.25,0.5,20,5.56,34.69
11.36,1.05,1.013,8.75,18.93,60,1.03,72,1.5,0.35,20,4.91,35.05
20.82,1.046,1.01,7.86,28.39,60,1.033,70,1.5,0.75,20,4.66,75.49
37.85,1.053,1.013,6.66,37.85,60,1.053,70,1.5,0.5,22.22,5.22,27.12
23,1.033,1.008,20.29,26.5,60,1.029,75,2.7,0.75,19,3.24,17.38
19.87,1.063,1.014,17.74,26.5,60,1.047,75,1.38,0.35,17.22,6.39,25.55
22.71,1.073,1.026,30.38,28.39,60,1.058,80,1.5,1.25,17.78,6.09,29.17
18.93,1.093,1.026,16.93,24.61,60,1.072,75,1.3,0.35,16.67,8.84,42.52
20.82,1.064,1.009,4.88,28.39,60,1.047,78,1.54,1,18.89,7.16,96.24
20.82,1.06,1.013,9.84,28.39,60,1.044,70,1.5,0.75,20.56,6.2,43.85
17.03,1.067,1.014,12.33,20.82,60,1.054,70,1.25,0.75,18.33,6.94,32.45
20.06,1.043,1.011,6.06,24.61,60,1.035,70,1.5,0.35,18.33,4.21,39.79
18.93,1.055,1.009,6.01,23.09,60,1.045,73,1.3,0.5,18.89,6.05,22.81
24,1.097,1.019,6.56,28.4,90,1.082,70,2.9,1,16.7,10.34,108.31
20,1.055,1.018,4.5,25,60,1.044,60,2.7,1.5,18,4.84,32.35
8,1.041,1.007,5.57,12.01,60,1.028,60,7.52,0.35,22,4.54,32.83
18.93,1.06,1.017,35.33,22.71,60,1.05,70,1.25,0.35,21.11,5.7,71.52
20.82,1.071,1.021,40,28.39,75,1.052,66,1.5,0.75,20,6.64,42.82
22.71,1.12,1.036,50,28.39,90,1.096,65,1.5,1.25,21.11,10.96,95.98
40.69,1.076,1.019,10.87,51.1,75,1.057,71,1.2,1.25,18.33,7.45,60.55
25,1.066,1.012,17.95,28,60,1.059,75,2.6,1,18,6.99,66.13
20.82,1.055,1.012,4.89,30.28,90,1.038,67,1.25,0.75,19.44,5.65,51.72
340.69,1.048,1.012,5.05,416.4,90,1.039,78,1.35,1,22.22,4.75,17.69
22.71,1.06,1.009,5.77,28.39,60,1.048,75,1.25,1,18.33,6.64,66.91
20.82,1.06,1.012,6.95,27.44,60,1.045,65,1.25,0.75,23.89,6.26,29.87
22.71,1.052,1.014,5.82,32.18,90,1.036,68,1.5,0.75,22.22,4.95,36.62
20.82,1.082,1.02,14.1,28.39,60,1.06,65,1.25,0.5,18.33,8.15,0
56.78,1.069,1.014,5.05,66.24,60,1.059,70,1,0.35,25.56,7.2,27.93
26.5,1.071,1.015,5.34,32.18,60,1.059,76,1.3,0.75,19.44,7.36,93.17
20.82,1.086,1.021,12.92,27.25,90,1.066,70,1.5,0.35,19.44,8.55,61.69
80,1.051,1.009,5.83,82,60,1.049,64,2.6,0.35,18,5.42,66.66
20.82,1.093,1.022,49.56,28.39,60,1.068,70,1.5,0.35,20,9.34,7.91
21,1.059,1.015,20.8,28.5,70,1.044,70,2,0.35,22,5.84,31.24
20.82,1.06,1.014,4.38,28.39,90,1.044,70,1.5,0.75,22.22,5.97,13.09
22,1.065,1.016,12.11,28,60,1.051,75,4.2,0.5,20,6.46,57.63
20,1.065,1.014,7.38,28.5,60,1.046,68,3,1,20,6.69,181.41
14,1.087,1.016,9.97,19,60,1.064,55,2,1.25,15,9.38,92.64
18.93,1.073,1.012,5.54,24.61,90,1.056,70,1.5,0.75,20,8.05,32.65
26.5,1.059,1.008,6.81,30.28,60,1.052,70,1.52,0.75,18.33,6.96,71.94
20.82,1.049,1.011,16.72,24.61,60,1.041,75,1.5,0.75,21.11,4.9,18.89
37.85,1.088,1.021,10.11,50.95,90,1.065,65,1.5,0.5,22.22,8.79,147.85
9.46,1.057,1.011,12.37,14.2,60,1.038,65,1.75,0.35,20,6.07,13.03
11.36,1.059,1.011,14.03,21.2,90,1.032,71,1.5,1,18.33,6.54,28.88
20.82,1.061,1.018,24.64,28.39,60,1.044,70,1.25,0.35,18.89,5.55,32.42
19,1.063,1.016,10.47,14,60,1.085,70,2.5,0.5,24,6.22,60.72
18.93,1.054,1.012,6.2,26.5,60,1.039,70,1.5,0.35,23.89,5.54,25.27
20.82,16.1577,3.91742,7.03,34.07,60,10.1,70,1.5,0.75,17.78,6.66,99.24
21.77,1.049,1.011,2.75,28.39,90,1.038,88,1.5,2,8.89,5,11.96
19.87,1.056,1.01,4.47,29.34,90,1.038,72,1.3,0.75,21.11,5.98,30.67
20.82,1.05,1.011,5.41,28.39,90,1.036,82,1.5,1.5,15.56,5.03,24.99
20.82,1.063,1.016,5.24,28.39,75,1.046,67,1.5,0.75,20,6.2,39.94
25,1.05,1.01,6.34,34,60,1.037,63,2.5,1,18,5.36,66.92
20.82,1.047,1.011,3.37,26.5,60,1.037,70,1.5,0.75,18.33,4.77,28.1
23,1.04,1.006,4.01,28,60,1.032,75,3.6,0.75,18,4.41,33.58
25,1.056,1.012,5.59,28,80,1.05,80,3,0.75,18,5.79,53.14
34,1.046,1.011,29.19,42.5,90,1.036,77,4.5,0.75,18,4.55,26.05
26.5,1.066,1.016,21.43,32.18,90,1.055,70,1.5,0.5,20,6.63,35.03
800,16.4425,2.62459,5.97,860,60,15.4,75,3.5,0.75,22,7.49,58.17
20.82,1.042,1.01,3.19,28.39,60,1.031,70,1.3,0.5,20,4.26,8.18
45,1.05,1.008,21.92,40,60,1.056,65,3,1.75,15,5.42,34.69
41.64,1.062,1.016,8.85,51.1,60,1.05,75,1.4,0.35,17.78,6.01,74.64
75,17.0788,4.2231,5.12,85,60,15.2,90,3,0.75,19,7.03,63.96
20.82,1.055,1.015,3.1,26.5,90,1.043,80,1.5,1.5,10,5.3,25.69
20,1.07,1.013,7.77,28,60,1.05,68,1.5,1.25,19,7.38,180.13
37.85,1.059,1.01,4.38,45.42,90,1.049,75,1.5,0.35,18.33,6.4,10.25
20.82,1.046,1.011,32.16,28.39,60,1.034,63,1.5,0.5,20,4.6,25.58
18.93,1.071,1.016,6.15,26.5,60,1.051,70,1.5,1,21.11,7.19,53.01
20.82,1.047,1.011,7.43,28.39,60,1.034,70,1.5,0.75,18.89,4.68,37.21
17.03,1.064,1.016,14.06,20.82,60,1.052,75,1.3,0.35,17.78,6.23,32.81
18.93,1.059,1.014,26.94,22.71,60,1.049,65,1.5,1.25,18.33,5.97,49.18
20.82,1.049,1.012,4.03,32.18,90,1.032,75,1.44,1.75,11.11,4.91,46.86
18.93,1.064,1.012,3.95,28.39,60,1.042,75,1.25,0.35,22.22,6.72,32.19
18.93,1.058,1.013,10.18,26.5,60,1.042,70,1.25,0.75,18.33,6,46.69
19.87,1.055,1.014,4.41,27.44,60,1.04,70,1.5,0.5,20,5.34,72.91
50,1.082,1.021,11.59,60,90,1.069,85,3,1.25,20,8.1,92.57
22.71,1.041,1.011,4.62,31.53,90,1.03,55,1.5,2,20,4.02,18.83
20.82,1.054,1.013,5.43,32.18,90,1.035,79,1.4,1.75,10,5.42,24.46
20,1.048,1.007,4.67,24,60,1.04,70,3,0.75,18,5.36,15.99
41.64,1.066,1.016,4.91,51.1,60,1.054,72,1.5,0.75,18.33,6.6,66.73
20.82,1.06,1.019,17.63,28.39,60,1.044,70,1.5,0.75,18.33,5.47,20.99
20.82,1.057,1.013,3.48,26.5,60,1.045,70,1.25,1.5,10,5.78,48.29
20.82,1.066,1.02,16.73,26.01,90,1.053,65,1.25,0.75,22.22,5.95,20.47
50,1.052,1.009,5.34,58,90,1.045,70,3,0.75,19,5.7,21.27
45.42,1.065,1.017,3.86,49.21,90,1.06,75,1.25,2,15.56,6.29,34.92
23,1.048,1.011,9.17,27.8,60,1.038,75,2.7,1.25,18.5,4.89,24.62
9.46,1.088,1.016,10.86,11.36,60,1.073,71,1.33,0.35,37.78,9.46,14.69
20.82,1.051,1.013,38.02,28.39,90,1.038,70,1.5,0.35,20,5.02,38.27
120,1.048,1.012,5.14,145,60,1.04,70,3,0.35,18,4.74,48.81
22.71,1.055,1.013,7.49,25.55,60,1.049,83,1.6,0.35,21.11,5.48,61.3
20.82,1.076,1.021,7.98,28.39,60,1.056,70,1.5,1.25,22.78,7.21,67.31
20.82,1.079,1.021,4.15,24.61,90,1.067,63,2,1.5,10,7.66,34.76
18.93,1.058,1.016,31.62,24.61,60,1.045,66,1.25,0.5,17.22,5.46,44.08
20.82,1.048,1.012,13.86,28.39,60,1.035,72,1.5,1.75,15.56,4.78,41.86
41.64,1.073,1.02,6.46,47.32,60,1.064,70,1.5,0.75,18.33,7.01,63.03
15.14,1.055,1.013,4.23,18.93,60,1.044,75,2,0.75,20,5.58,28.98
20.82,1.082,1.02,4.1,28.39,60,1.048,65,1.5,0.75,18.89,8.21,55.63
20.82,1.057,1.014,26.72,28.39,60,1.042,65,1.5,1.5,12.78,5.7,21.62
22.71,1.048,1.011,4.19,28.39,90,1.039,70,1.33,1.5,8.89,4.89,17.91
25.5,1.06,1.014,4.01,32,90,1.048,63,4,1.5,22,6.08,25.16
20.82,1.072,1.015,13.56,26.5,75,1.056,85,1.25,0.75,20,7.4,22.12
60,1.121,1.03,4.84,65,15,1.112,85,3,0.75,25,11.93,0
23,1.069,1.015,17.9,28.8,90,1.05,56,2.7,1.25,18.5,7.09,21.25
20.82,1.065,1.014,7.58,28.39,90,1.048,70,1.5,0.5,27.78,6.7,20.07
18.93,1.073,1.015,13.09,22.71,90,1.061,70,1.75,0.75,18.89,7.62,68.05
21.5,1.054,1.009,6.14,26,70,1.044,72,5,0.75,20,5.85,37.66
20.82,1.062,1.018,18.83,28.39,60,1.045,70,1.7,0.35,20,5.77,34.47
586.74,1.049,1.009,3.45,670.02,60,1.043,77,1.5,1.5,12.78,5.27,24.24
38,1.055,1.014,15.23,45,60,1.047,70,1.25,0.75,20,5.42,35.69
13.25,1.058,1.017,40.72,18.93,60,1.04,70,1.25,0.35,18.33,5.33,52.83
20.82,1.045,1.011,4.18,28.39,60,1.033,65,1.25,0.5,14.44,4.53,20.46
20.82,1.085,1.02,5.85,28.39,60,1.062,78,1.5,0.5,20,8.54,40.27
18.93,1.062,1.014,13.15,26.5,60,1.045,70,1.1,0.5,20,6.38,59.94
22.71,1.068,1.019,9.37,26.5,60,1.058,70,1.5,0.5,18.33,6.36,20.24
22,1.061,1.016,40.69,27,60,1.05,70,2.88,0.35,19,5.97,50.53
56.78,1.043,1.011,2.83,64.35,60,1.038,82,1.6,0.75,21.11,4.15,8.61
20.82,1.052,1.009,7.25,28.39,60,1.038,70,2,0.35,18.33,5.6,31.48
87.06,1.045,1.011,6.12,105.99,60,1.037,70,1.25,0.75,19.44,4.48,36.05
21,1.028,1.007,23.72,28.5,90,1.02,35,3,0.75,22,2.71,33.01
18.93,1.082,1.02,21.44,22.71,60,1.068,75,1.5,0.35,18.33,8.14,0
20.82,1.082,1.015,50,28.39,60,1.06,65,1.5,0.75,18.33,8.85,64.78
25,1.057,1.014,26.12,28,60,1.051,70,3,0.35,20,5.65,33.11
18.93,1.059,1.013,10.1,22.71,60,1.049,70,1.25,0.75,20,6.05,55.37
20.82,1.061,1.017,17.51,28.39,60,1.045,70,1.5,0.5,18.89,5.8,43.74
63,1.059,1.019,46.3,70,60,1.053,70,2.6,0.35,18,5.26,29.84
12.5,1.052,1.016,39.15,17,60,1.038,65,3,0.75,20,4.71,38.6
21.77,1.109,1.029,35.34,33.69,120,1.071,65,1.5,0.75,17.78,11.93,83.23
55,1.049,1.01,4.05,70,60,1.038,70,3,1.75,15,5.07,15.6
20.82,1.075,1.025,7.04,28.39,60,1.055,65,1.5,0.35,18.33,6.54,144.38
18.93,1.128,1.037,35.17,24.61,120,1.099,70,1,1.25,20,12.01,55.46
30.28,1.051,1.009,3.55,37.85,60,1.041,85,1.5,0.5,19.44,5.51,34.08
15.14,1.056,1.014,7.01,18.93,60,1.045,70,1.5,0.35,20,5.54,97.25
20.82,1.046,1.012,5.01,28.39,60,1.034,65,1.5,0.35,65,4.54,15.69
18.93,1.038,1.007,3.23,11.36,60,1.063,35,1.5,0.35,20,4.03,0
75.71,1.062,1.013,36.1,88.96,90,1.053,80,1.5,1.5,12.78,6.38,24.17
22.71,1.054,1.015,46.53,27.52,90,1.044,55,1.5,1,18.33,5.11,71.28
41.64,1.056,1.01,25.13,47.32,60,1.049,70,1.5,0.35,18.33,6.05,21.8
21,1.063,1.01,10.99,26,75,1.047,75,4,0.75,18,6.93,41.85
44,1.071,1.014,17.25,50.5,60,1.062,70,2.7,1,19,7.88,84.63
43.53,1.05,1.01,3.45,51.1,60,1.043,75,1.5,1.5,10,5.25,39.35
41.64,1.068,1.015,8.38,53,60,1.054,75,1.5,0.35,20,7.06,84.33
20.82,1.09,1.016,5.01,28.39,60,1.066,70,1.2,1.25,20,9.69,42.32
19,1.071,1.018,5.54,28,60,1.048,60,2.5,0.75,18,7.02,13.21
20,1.073,1.02,4.67,30,90,1.049,80,3.5,0.75,20,7.05,31.71
